iter	Passed	Remaining
946	3852	215
947	3855	211
948	3858	207
949	3861	203
950	3864	199
951	3867	194
952	3870	190
953	3874	186
954	3876	182
955	3879	178
956	3882	174
957	3885	170
958	3888	166
959	3891	162
960	3921	159
961	3924	155
962	3927	150
963	3941	147
964	3944	143
965	3947	138
966	3950	134
967	3953	130
968	3956	126
969	3959	122
970	3961	118
971	3964	114
972	3967	110
973	3987	106
974	3990	102
975	3992	98
976	3995	94
977	3998	89
978	4001	85
979	4004	81
980	4007	77
981	4017	73
982	4019	69
983	4022	65
984	4025	61
985	4028	57
986	4031	53
987	4034	48
988	4036	44
989	4039	40
990	4042	36
991	4045	32
992	4048	28
993	4050	24
994	4053	20
995	4061	16
996	4064	12
997	4067	8
998	4070	4
999	4073	0
